CP1,CP2,Cz,FC1,FC2,FCz,Fp1,Fp2,Fz,O1,O2,Oz,Pz
0.08279999999999998,0.10395,0.3876,0.02400000000000002,0.18985000000000002,0.17925,-0.26925,-0.4748,0.15945,-1.6988500000000002,-1.772,-1.68255,-0.24054999999999999
0.0797,0.0973,0.40215,0.029700000000000004,0.1985,0.1974,-0.19585,-0.5610999999999999,0.16699999999999998,-1.8262,-1.7676,-1.7688000000000001,-0.2897
0.0822,0.08789999999999999,0.4135,0.04050000000000001,0.2062,0.21595,-0.1275,-0.6515,0.17495,-1.94235,-1.7374,-1.8388,-0.33814999999999995
0.08875000000000005,0.074,0.42005,0.054800000000000015,0.2109,0.23259999999999997,-0.06250000000000001,-0.7455,0.18109999999999998,-2.04595,-1.68365,-1.8927999999999998,-0.38625
0.09790000000000004,0.05395,0.4207,0.07110000000000002,0.21,0.24519999999999997,-0.0010000000000000009,-0.83955,0.18335,-2.13575,-1.6118999999999999,-1.9323,-0.43410000000000004
0.10854999999999998,0.026849999999999985,0.4147,0.08754999999999999,0.20115,0.25205,0.05504999999999999,-0.9278500000000001,0.17980000000000002,-2.20955,-1.52915,-1.9589,-0.4814
0.12020000000000008,-0.0071500000000000175,0.40225,0.10240000000000005,0.18315,0.25229999999999997,0.10209999999999997,-1.0036,0.1694,-2.2645,-1.4419,-1.9735500000000001,-0.5274
0.13280000000000003,-0.04694999999999999,0.38389999999999996,0.11454999999999999,0.15565,0.24575000000000002,0.13419999999999999,-1.0605499999999999,0.1518,-2.2978,-1.355,-1.9765000000000001,-0.57075
0.14534999999999998,-0.09139999999999998,0.36024999999999996,0.12254999999999999,0.11894999999999999,0.2323,0.14470000000000002,-1.0946,0.1265,-2.3076499999999998,-1.27055,-1.9676,-0.6105999999999999
0.15639999999999998,-0.13974999999999999,0.33105,0.12465000000000004,0.0731,0.21165,0.128,-1.1044,0.09245,-2.2942,-1.1891,-1.9473,-0.6465000000000001
0.16364999999999996,-0.19229999999999997,0.29510000000000003,0.11864999999999998,0.017600000000000005,0.18295,0.08229999999999998,-1.0911499999999998,0.048350000000000004,-2.25925,-1.11115,-1.9167,-0.6791499999999999
0.1654,-0.24944999999999995,0.251,0.10260000000000002,-0.047650000000000026,0.14545000000000008,0.009799999999999975,-1.05675,-0.00660000000000005,-2.2053,-1.03775,-1.8776,-0.7096500000000001
0.16059999999999997,-0.31095,0.19805000000000006,0.07540000000000002,-0.12179999999999996,0.09899999999999998,-0.08349999999999996,-1.0036,-0.07174999999999998,-2.1343,-0.9696499999999999,-1.8313000000000001,-0.7387
0.14934999999999998,-0.37545,0.13695000000000002,0.0373,-0.20249999999999996,0.044300000000000006,-0.18875,-0.9352,-0.14470000000000005,-2.0477,-0.9064,-1.7782,-0.76625
0.1331,-0.44025,0.07029999999999992,-0.00990000000000002,-0.28640000000000004,-0.01649999999999996,-0.29565,-0.8563000000000001,-0.2219,-1.9459499999999998,-0.8457,-1.7173500000000002,-0.7908
0.11434999999999995,-0.5014,0.0020499999999999963,-0.06279999999999997,-0.36934999999999996,-0.07994999999999997,-0.3934,-0.7723,-0.29869999999999997,-1.8277999999999999,-0.7834,-1.6459000000000001,-0.8091
0.09635000000000005,-0.5546,-0.06289999999999996,-0.11685000000000001,-0.44670000000000004,-0.14215,-0.47354999999999997,-0.6881,-0.3699,-1.6904,-0.7145,-1.5601500000000001,-0.817
0.0826,-0.59595,-0.12054999999999993,-0.16745,-0.51445,-0.19925000000000004,-0.53125,-0.60745,-0.43104999999999993,-1.53085,-0.6344,-1.4571,-0.8106500000000001
0.07535000000000003,-0.6231,-0.16864999999999997,-0.21145000000000003,-0.56975,-0.24885000000000002,-0.5669,-0.5325500000000001,-0.47935000000000005,-1.3488,-0.5405,-1.3362,-0.7879999999999999
0.07494999999999996,-0.6360000000000001,-0.20765,-0.24830000000000008,-0.61175,-0.29059999999999997,-0.58545,-0.46425000000000005,-0.51465,-1.14745,-0.43345,-1.20025,-0.7498
0.07899999999999996,-0.6369,-0.24029999999999996,-0.2802,-0.64215,-0.32675,-0.59465,-0.40279999999999994,-0.5390499999999999,-0.93415,-0.3176,-1.0552000000000001,-0.69985
0.08314999999999995,-0.6297999999999999,-0.27105,-0.31115000000000004,-0.66465,-0.3607,-0.60315,-0.348,-0.5561,-0.7178500000000001,-0.2,-0.90805,-0.6434
0.0826,-0.6184000000000001,-0.30395000000000005,-0.34520000000000006,-0.6829500000000001,-0.39625,-0.6179,-0.2987000000000001,-0.5691999999999999,-0.5064,-0.08750000000000001,-0.7647999999999999,-0.58555
0.07415000000000005,-0.6053000000000001,-0.34114999999999995,-0.385,-0.6994,-0.43505,-0.6425500000000001,-0.2525,-0.5805,-0.30410000000000004,0.01605000000000001,-0.6286,-0.5295
0.05454999999999999,-0.5933499999999999,-0.38525,-0.43329999999999996,-0.7163999999999999,-0.47915,-0.67685,-0.20684999999999998,-0.5923,-0.11245,0.11025,-0.50015,-0.4782
0.02614999999999995,-0.57975,-0.43250000000000005,-0.4868,-0.73145,-0.5246,-0.7178500000000001,-0.1573,-0.60225,0.06945000000000001,0.19945000000000002,-0.37685,-0.42879999999999996
