CP1,CP2,Cz,FC1,FC2,FCz,Fp1,Fp2,Fz,O1,O2,Oz,Pz
-0.7379,-0.64415,-0.8671500000000001,-1.01565,-1.3075,-1.1444999999999999,-0.3942,-0.7134499999999999,-1.5411000000000001,-0.17700000000000002,-0.98335,-0.37634999999999996,-0.8428500000000001
-0.81715,-0.665,-0.90415,-1.0439,-1.3191000000000002,-1.1619,-0.2666,-0.7707000000000002,-1.56,-0.10070000000000001,-0.7864,-0.28275,-0.9173500000000001
-0.8999999999999999,-0.6875,-0.9334,-1.0687,-1.32415,-1.1772,-0.13995000000000002,-0.8134500000000001,-1.57735,-0.03885000000000001,-0.5869500000000001,-0.19369999999999998,-0.9954000000000001
-0.98395,-0.7116,-0.9539,-1.0887499999999999,-1.3229000000000002,-1.1884000000000001,-0.017850000000000033,-0.8430500000000001,-1.5917,0.0009499999999999995,-0.40275,-0.1195,-1.07595
-1.06545,-0.736,-0.964,-1.1018000000000001,-1.3146,-1.1925,0.09609999999999996,-0.85945,-1.60055,0.01405,-0.24949999999999997,-0.06885000000000001,-1.1569
-1.14005,-0.75835,-0.9621,-1.105,-1.29785,-1.1859,0.19815000000000005,-0.8617999999999999,-1.6008499999999999,-0.0005499999999999984,-0.13940000000000002,-0.04744999999999999,-1.2354
-1.2031999999999998,-0.776,-0.94655,-1.09565,-1.271,-1.16585,0.28435,-0.8493000000000002,-1.58975,-0.04139999999999999,-0.08040000000000003,-0.05840000000000001,-1.30815
-1.2507,-0.78595,-0.91615,-1.07185,-1.23255,-1.13,0.3517500000000001,-0.82165,-1.5651,-0.10535,-0.07579999999999998,-0.10160000000000002,-1.3719
-1.2783,-0.78505,-0.8697999999999999,-1.0321500000000001,-1.1809,-1.0768,0.39980000000000004,-0.7795000000000001,-1.5247000000000002,-0.18715,-0.12375000000000003,-0.17375,-1.4226
-1.28205,-0.76965,-0.8060999999999999,-0.9753,-1.11405,-1.0045,0.43055,-0.7237499999999999,-1.46665,-0.27945000000000003,-0.21675,-0.2678,-1.4559
-1.25855,-0.73585,-0.7235,-0.90015,-1.0297,-0.91145,0.44875,-0.65525,-1.3891499999999999,-0.37270000000000003,-0.34215,-0.3741,-1.46705
-1.2054,-0.68055,-0.6205999999999999,-0.80615,-0.9254500000000001,-0.79665,0.46065,-0.57475,-1.29175,-0.4567,-0.48455,-0.4819,-1.452
-1.12245,-0.60215,-0.49724999999999997,-0.6939,-0.8005,-0.6608999999999999,0.4737500000000001,-0.4832000000000001,-1.1755,-0.5226500000000001,-0.6287,-0.58165,-1.4085999999999999
-1.0120500000000001,-0.50195,-0.3556,-0.56605,-0.6561499999999999,-0.5071,0.49544999999999995,-0.38195,-1.04355,-0.5647,-0.7634000000000001,-0.6668,-1.33755
-0.8793500000000001,-0.38409999999999994,-0.2005,-0.4274,-0.49710000000000004,-0.3408,0.5315000000000001,-0.27269999999999994,-0.9011499999999999,-0.5808,-0.88235,-0.7343999999999999,-1.2427
-0.73165,-0.25484999999999997,-0.03860000000000002,-0.2849,-0.33055,-0.1697,0.584,-0.1582,-0.75545,-0.57205,-0.9842,-0.78475,-1.13035
-0.57735,-0.12160000000000004,0.12239999999999995,-0.14695000000000003,-0.1652,-0.002799999999999997,0.6506000000000001,-0.04279999999999995,-0.6147,-0.5423,-1.07105,-0.8205,-1.0082
-0.4247,0.008850000000000025,0.27505,-0.022299999999999986,-0.009749999999999981,0.15115,0.72445,0.06804999999999994,-0.48750000000000004,-0.4965,-1.14545,-0.84485,-0.8835500000000001
-0.2811,0.13105000000000006,0.4133,0.0816,0.12825000000000003,0.2842,0.7959,0.1683,-0.38165,-0.4384,-1.2077,-0.8589,-0.7621
-0.15215,0.24114999999999998,0.5325500000000001,0.1589,0.24300000000000002,0.39035,0.8539000000000001,0.251,-0.30315000000000003,-0.3703,-1.25525,-0.8613,-0.64775
-0.04185,0.3366,0.6298499999999999,0.20595000000000002,0.3305,0.46585,0.8878,0.30815,-0.25595,-0.29425,-1.2851,-0.8502000000000001,-0.54285
0.0474,0.415,0.70305,0.22095,0.3884,0.50845,0.8874000000000001,0.3311,-0.24225,-0.2127,-1.29575,-0.82465,-0.44914999999999994
0.1144,0.47395,0.7504000000000001,0.20325,0.41495000000000004,0.51735,0.8439500000000001,0.31170000000000003,-0.26315,-0.12855,-1.2887499999999998,-0.7856500000000001,-0.36795
0.1591,0.5112000000000001,0.77085,0.15385,0.40945,0.4928,0.7512000000000001,0.244,-0.3185,-0.04525,-1.2679,-0.7355999999999999,-0.30050000000000004
0.18264999999999998,0.52575,0.7646000000000001,0.0752,0.37220000000000003,0.43685,0.6072500000000001,0.12630000000000008,-0.40635,0.033449999999999994,-1.23855,-0.6778,-0.2471
0.18835,0.51925,0.7343,-0.02765,0.30574999999999997,0.35375,0.41505,-0.03744999999999998,-0.5221,0.1043,-1.20485,-0.61445,-0.20635
0.17665,0.49145000000000005,0.68025,-0.152,0.211,0.24569999999999997,0.1809,-0.23864999999999997,-0.6620499999999999,0.1649,-1.1689,-0.54645,-0.17815
0.15805,0.45314999999999994,0.61435,-0.28445,0.10015,0.12625,-0.08324999999999999,-0.46319999999999995,-0.81305,0.2167,-1.12755,-0.4714,-0.15344999999999998
0.13825,0.41095,0.5437,-0.4159,-0.0179,0.0045499999999999985,-0.36560000000000004,-0.696,-0.9650500000000001,0.25995,-1.07725,-0.3884000000000001,-0.1268
0.12140000000000001,0.37045,0.4746,-0.5385500000000001,-0.13485,-0.11160000000000002,-0.6544,-0.9218000000000001,-1.10925,0.29375,-1.0149000000000001,-0.29805000000000004,-0.0943
0.10975,0.33575,0.41185000000000005,-0.6462,-0.24365,-0.2163,-0.9380999999999999,-1.1261,-1.23855,0.3166,-0.93895,-0.2026,-0.05400000000000002
0.10425000000000001,0.31010000000000004,0.35925,-0.7342000000000001,-0.3385,-0.30455,-1.20615,-1.29605,-1.3466500000000001,0.32789999999999997,-0.84875,-0.1038,-0.005149999999999988
0.10535000000000003,0.2959,0.31965,-0.7996,-0.41490000000000005,-0.37245,-1.44935,-1.42235,-1.4285999999999999,0.32855,-0.7437,-0.0022499999999999742,0.05235000000000001
