CP1,CP2,Cz,FC1,FC2,FCz,Fp1,Fp2,Fz,O1,O2,Oz,Pz
2.3281,2.02665,0.8292999999999999,0.66525,0.76205,0.49355000000000004,0.24009999999999998,1.29215,0.33375,0.8443,1.8559,1.92585,1.40945
2.29625,1.98725,0.7746500000000001,0.5979,0.6859999999999999,0.4122,0.11159999999999992,1.1570500000000001,0.2674000000000001,0.8663000000000001,1.88875,1.9569999999999999,1.429
2.2648,1.9511500000000002,0.7314499999999999,0.5414500000000001,0.62295,0.3426,-0.00275000000000003,1.03325,0.21094999999999997,0.8766,1.9148,1.97695,1.4491999999999998
2.23755,1.9235,0.70445,0.49834999999999996,0.5769,0.28870000000000007,-0.10194999999999999,0.92605,0.16605000000000003,0.87775,1.93705,1.98835,1.47335
2.21885,1.9094000000000002,0.6980999999999999,0.47135000000000005,0.5511999999999999,0.25440000000000007,-0.18575000000000008,0.8373499999999998,0.1339999999999999,0.87325,1.95845,1.9935999999999998,1.50475
2.21235,1.9132,0.7151000000000001,0.4619500000000001,0.548,0.24235000000000007,-0.254,0.7667999999999999,0.11539999999999995,0.8668500000000001,1.9821,1.9955500000000002,1.5461
2.22,1.93775,0.7561,0.46915000000000007,0.5677000000000001,0.25315,-0.3077500000000002,0.7126999999999999,0.10965000000000003,0.86215,2.0106,1.9971,1.59915
2.2415000000000003,1.9842999999999997,0.8195,0.48954999999999993,0.60945,0.2854,-0.3489500000000001,0.6730999999999998,0.11499999999999999,0.86195,2.04585,2.0012499999999998,1.6642000000000001
2.2757,2.0528,0.9028499999999999,0.51945,0.6724500000000001,0.33709999999999996,-0.3800000000000001,0.6453500000000001,0.12990000000000002,0.8683,2.0881,2.0105,1.74055
2.32435,2.1433,1.0055,0.5587,0.75785,0.40804999999999997,-0.4013500000000001,0.6292999999999997,0.15544999999999998,0.8817999999999999,2.1353,2.0256,1.82805
2.38455,2.25445,1.1257,0.6069,0.8666499999999999,0.49739999999999995,-0.41464999999999996,0.6191499999999999,0.19224999999999992,0.9028,2.1862,2.0477,1.92495
2.45575,2.3849,1.2628499999999998,0.66665,0.9999500000000001,0.6053,-0.4194,0.6127,0.24214999999999998,0.9304,2.2386,2.0764,2.03025
2.5355499999999997,2.532,1.41495,0.73915,1.15645,0.73075,-0.4153,0.6078000000000001,0.30580000000000007,0.9627,2.2904999999999998,2.1107,2.1422
2.61975,2.6909,1.5779999999999998,0.82315,1.3309499999999999,0.8701,-0.4034,0.6005500000000001,0.38115,0.9972,2.33955,2.1489000000000003,2.2573499999999997
